Name,Geographical_zone,Country,Sector,Industry
VERTEX PHARMACEUTICALS INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
INCYTE CORP,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
BIOMARIN PHARMACEUTICAL INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
CSL LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Biotechnology
CELLTRION INC,ASIA/PACIFIC,SOUTH KOREA,Health Care,Biotechnology
GENMAB A/S,EUROPE,DENMARK,Health Care,Biotechnology
SEATTLE GENETICS INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
ALNYLAM PHARMACEUTICALS INC,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
Alkermes Plc,EUROPE,IRELAND,Health Care,Biotechnology
UNITED THERAPEUT,NORTH AMERICA,UNITED STATES,Health Care,Biotechnology
BEIGENE LTD-ADR,ASIA/PACIFIC,CHINA,Health Care,Biotechnology
SILLAJEN INC,ASIA/PACIFIC,SOUTH KOREA,Health Care,Biotechnology
VIROMED CO LTD,ASIA/PACIFIC,SOUTH KOREA,Health Care,Biotechnology
3SBIO INC,ASIA/PACIFIC,CHINA,Health Care,Biotechnology
MEDY-TOX INC,ASIA/PACIFIC,SOUTH KOREA,Health Care,Biotechnology
TAIMED BIOLOGICS INC,ASIA/PACIFIC,TAIWAN,Health Care,Biotechnology
SMITH and NEPHEW PLC,EUROPE,UNITED KINGDOM,Health Care,Health Care Equipment & Suppli
DIASORIN SPA,EUROPE,ITALY,Health Care,Health Care Equipment & Suppli
KONINKLIJKE PHILIPS ELECTRON,EUROPE,NETHERLANDS,Health Care,Health Care Equipment & Suppli
Medtronic PLC,EUROPE,IRELAND,Health Care,Health Care Equipment & Suppli
ABBOTT LABORATORIES,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
DANAHER CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
Covidien Plc,EUROPE,IRELAND,Health Care,Health Care Equipment & Suppli
BAXTER INTERNATIONAL INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
STRYKER CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
BECTON DICKINSON AND CO,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
INTUITIVE SURGICAL INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
ST JUDE MEDICAL INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
Zimmer Biomet Holdings Inc,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
BOSTON SCIENTIFIC CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
EDWARDS LIFESCIENCES CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
CAREFUSION CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
CR BARD INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
VARIAN MEDICAL SYSTEMS INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
DENTSPLY SIRONA Inc,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
ALIGN TECHNOLOGY INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
IDEXX LABS,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
HOYA CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
TERUMO CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
OLYMPUS CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
SYSMEX CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
ASAHI INTECC,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
NIHON KOHDEN CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Equipment & Suppli
RESMED INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
COOPER COS INC/THE,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
HOLOGIC INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
ABIOMED INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
TELEFLEX INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
DEXCOM INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
COLOPLAST-B,EUROPE,DENMARK,Health Care,Health Care Equipment & Suppli
Sonova Holding AG,EUROPE,SWITZERLAND,Health Care,Health Care Equipment & Suppli
STRAUMANN HOLDING AG-REG,EUROPE,SWITZERLAND,Health Care,Health Care Equipment & Suppli
COCHLEAR LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Equipment & Suppli
SIEMENS HEALTH,EUROPE,GERMANY,Health Care,Health Care Equipment & Suppli
FISHER & PAYKEL HEALTHCARE C,ASIA/PACIFIC,NEW ZEALAND,Health Care,Health Care Equipment & Suppli
SARTORIUS AG-VORZUG,EUROPE,GERMANY,Health Care,Health Care Equipment & Suppli
BIOMERIEUX,EUROPE,FRANCE,Health Care,Health Care Equipment & Suppli
WILLIAM DEMANT HOLDING,EUROPE,DENMARK,Health Care,Health Care Equipment & Suppli
CONVATEC GROUP PLC,EUROPE,UNITED KINGDOM,Health Care,Health Care Equipment & Suppli
SHANDONG WEIGAO GP MEDICAL-H,ASIA/PACIFIC,CHINA,Health Care,Health Care Equipment & Suppli
HARTALEGA HOLDINGS BHD,ASIA/PACIFIC,MALAYSIA,Health Care,Health Care Equipment & Suppli
TOP GLOVE CORP BHD,ASIA/PACIFIC,MALAYSIA,Health Care,Health Care Equipment & Suppli
RESMED INC-CDI,NORTH AMERICA,UNITED STATES,Health Care,Health Care Equipment & Suppli
ANSELL LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Equipment & Suppli
NANOSONICS LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Equipment & Suppli
NMC HEALTH PLC,MIDDLE EAST,UNITED ARAB EMIRATES,Health Care,Health Care Providers & Servic
Fresenius SE and Co KGaA,EUROPE,GERMANY,Health Care,Health Care Providers & Servic
Fresenius Medical Care AG and Co,EUROPE,GERMANY,Health Care,Health Care Providers & Servic
AMPLIFON SPA,EUROPE,ITALY,Health Care,Health Care Providers & Servic
UNITEDHEALTH GROUP INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
CVS Caremark Corp,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
Express Scripts Holding Co,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
MCKESSON CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
WELLPOINT IN,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
AETNA INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
Cigna Holding Co,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
CARDINAL HEALTH INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
HUMANA INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
AMERISOURCEBERGEN CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
QUEST DIAGNOSTICS INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
LABORATORY CRP OF AMER HLDGS,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
DaVita HealthCare Partners Inc,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
TENET HEALTHCARE CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
PATTERSON COS INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
HENRY SCHEIN INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
SINOPHARM GROUP CO-H,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
ALFRESA HOLDINGS CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Providers & Servic
MEDIPAL HOLDINGS CORP,ASIA/PACIFIC,JAPAN,Health Care,Health Care Providers & Servic
SHIP HEALTHCARE HOLDINGS INC,ASIA/PACIFIC,JAPAN,Health Care,Health Care Providers & Servic
Toho Holdings Co Ltd,ASIA/PACIFIC,JAPAN,Health Care,Health Care Providers & Servic
Anthem Inc,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
HCA HOLDINGS INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
CENTENE CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
WELLCARE HEALTH PLANS INC,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
UNIVERSAL HEALTH SERVICES-B,NORTH AMERICA,UNITED STATES,Health Care,Health Care Providers & Servic
SONIC HEALTHCARE LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
RAMSAY HEALTH CARE LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
SUZUKEN CO LTD,ASIA/PACIFIC,JAPAN,Health Care,Health Care Providers & Servic
CELLTRION HEALTHCARE CO LTD,ASIA/PACIFIC,SOUTH KOREA,Health Care,Health Care Providers & Servic
Integrated Healthcare Holdings,ASIA/PACIFIC,MALAYSIA,Health Care,Health Care Providers & Servic
RYMAN HEALTHCARE LTD,ASIA/PACIFIC,NEW ZEALAND,Health Care,Health Care Providers & Servic
BANGKOK DUSIT MED SERVICE,ASIA/PACIFIC,THAILAND,Health Care,Health Care Providers & Servic
LIFE HEALTHCARE GROUP HOLDIN,AFRICA,SOUTH AFRICA,Health Care,Health Care Providers & Servic
Netcare Ltd,AFRICA,SOUTH AFRICA,Health Care,Health Care Providers & Servic
BUMRUNGRAD HOSPITAL PUB CO,ASIA/PACIFIC,THAILAND,Health Care,Health Care Providers & Servic
SHANGHAI PHARMACEUTICALS-H,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
MEINIAN ONEHEALTH HEALTHCA-A,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
HUADONG MEDICINE CO LTD-A,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
SHANGHAI PHARMACEUTICALS-A,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
JOINTOWN PHARMACEUTICAL-A,ASIA/PACIFIC,CHINA,Health Care,Health Care Providers & Servic
HEALTHSCOPE LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
Healius Ltd,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
SIGMA HEALTHCARE LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
AUSTRALIAN PHARMA INDUS LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
ESTIA HEALTH LTD,ASIA/PACIFIC,AUSTRALIA,Health Care,Health Care Providers & Servic
LONZA GROUP AG-REG,EUROPE,SWITZERLAND,Health Care,Life Sciences Tools & Services
Thermo Fisher Scientific Inc,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
AGILENT TECHNOLOGIES INC,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
WATERS CORP,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
PERKINELMER INC,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
ILLUMINA INC,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
IQVIA Holdings Inc,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
METTLER-TOLEDO INTERNATIONAL,NORTH AMERICA,UNITED STATES,Health Care,Life Sciences Tools & Services
QIAGEN N.V.,EUROPE,NETHERLANDS,Health Care,Life Sciences Tools & Services
SAMSUNG BIOLOGICS CO LTD,ASIA/PACIFIC,SOUTH KOREA,Health Care,Life Sciences Tools & Services
EUROFINS SCIENTIFIC,EUROPE,LUXEMBOURG,Health Care,Life Sciences Tools & Services
WUXI BIOLOGICS CAYMAN INC,ASIA/PACIFIC,CHINA,Health Care,Life Sciences Tools & Services
Sartorius Stedim Biotech,EUROPE,FRANCE,Health Care,Life Sciences Tools & Services
DIVI'S LABORATORIES LTD,ASIA/PACIFIC,INDIA,Health Care,Life Sciences Tools & Services
GENSCRIPT BIOTECH CORP,ASIA/PACIFIC,CHINA,Health Care,Life Sciences Tools & Services
CERNER CORP,NORTH AMERICA,UNITED STATES,Health Care,Health Care Technology
M3 Inc,ASIA/PACIFIC,JAPAN,Health Care,Health Care Technology
VEEVA SYSTEMS INC-CLASS A,NORTH AMERICA,UNITED STATES,Health Care,Health Care Technology
Alibaba Health Information Tec,ASIA/PACIFIC,HONG KONG,Health Care,Health Care Technology
LVMH MOET HENNESSY LOUIS VUI,EUROPE,FRANCE,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
KERING,EUROPE,FRANCE,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
EssilorLuxottica SA,EUROPE,FRANCE,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
HERMES INTERNATIONAL,EUROPE,FRANCE,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
BURBERRY GROUP PLC,EUROPE,UNITED KINGDOM,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Adidas AG,EUROPE,GERMANY,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
CIE FINANCIERE RICHEMONT-REG,EUROPE,SWITZERLAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
SWATCH GROUP AG/THE-BR,EUROPE,SWITZERLAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
MONCLER SPA,EUROPE,ITALY,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
SALVATORE FERRAGAMO SPA,EUROPE,ITALY,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
NIKE INC -CL B,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Ralph Lauren Corp,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
PVH Corp,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Tapestry Inc,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
VF CORP,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Fossil Group Inc,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
LULULEMON ATHLETICA INC,NORTH AMERICA,CANADA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
SHENZHOU INTERNATIONAL GROUP,ASIA/PACIFIC,CHINA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
ASICS CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
GILDAN ACTIVEWEAR INC,NORTH AMERICA,CANADA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
HANESBRANDS INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Capri Holdings Ltd,EUROPE,UNITED KINGDOM,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
ANTA SPORTS PRODUCTS LTD,ASIA/PACIFIC,CHINA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
PANDORA A/S,EUROPE,DENMARK,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
TITAN INDUSTRIES LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Puma SE,EUROPE,GERMANY,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
HUGO BOSS AG  -ORD,EUROPE,GERMANY,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
UNDER ARMOUR INC-CLASS A,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
UNDER ARMOUR INC-CLASS C,NORTH AMERICA,UNITED STATES,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
SWATCH GROUP AG/THE-REG,EUROPE,SWITZERLAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
POU CHEN,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
FILA KOREA LTD,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
LPP SA,EUROPE,POLAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
YUE YUEN INDUSTRIAL HLDG,ASIA/PACIFIC,HONG KONG,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
FENG TAY ENTERPRISE CO LTD,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
ECLAT TEXTILE COMPANY LTD,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
PAGE INDUSTRIES LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
CCC SA,EUROPE,POLAND,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
FORMOSA TAFFETA CO.,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
RUENTEX INDUSTRIES LTD,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
HengTen Networks Group Ltd,ASIA/PACIFIC,CHINA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
Heilan Home CO LTD -A,ASIA/PACIFIC,CHINA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
ZHEJIANG SEMIR GARMENT CO-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,"Textiles, Apparel & Luxury Goo"
MICHELIN (CGDE),EUROPE,FRANCE,Consumer Discretionary,Auto Components
VALEO SA,EUROPE,FRANCE,Consumer Discretionary,Auto Components
CIE AUTOMOTIVE SA,EUROPE,SPAIN,Consumer Discretionary,Auto Components
CONTINENTAL AG,EUROPE,GERMANY,Consumer Discretionary,Auto Components
PIRELLI & C SPA,EUROPE,ITALY,Consumer Discretionary,Auto Components
BREMBO SPA,EUROPE,ITALY,Consumer Discretionary,Auto Components
Aptiv PLC,EUROPE,IRELAND,Consumer Discretionary,Auto Components
GOODYEAR TIRE,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Auto Components
BORGWARNER INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Auto Components
BRIDGESTONE CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
DENSO CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
SUMITOMO ELECTRIC INDUSTRIES,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TOYOTA INDUSTRIES CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
KOITO MANUFACTURING CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
AISIN SEIKI CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
STANLEY ELECTRIC CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
NGK SPARK PLUG CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
YOKOHAMA RUBBER CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
SUMITOMO RUBBER INDUSTRIES,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
NIFCO INC,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
NHK SPRING CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
NOK CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TOYODA GOSEI CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TS TECH CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TOYOTA BOSHOKU CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TOPRE CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
TPR CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
DAIKYONISHIKAWA CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Auto Components
MAGNA INTERNATIONAL INC,NORTH AMERICA,CANADA,Consumer Discretionary,Auto Components
HYUNDAI MOBIS CO LTD,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Auto Components
LEAR CORP,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Auto Components
AUTOLIV INC,EUROPE,SWEDEN,Consumer Discretionary,Auto Components
NOKIAN RENKAAT OYJ,EUROPE,FINLAND,Consumer Discretionary,Auto Components
FAURECIA,EUROPE,FRANCE,Consumer Discretionary,Auto Components
MINTH GROUP LTD,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
HANKOOK TIRE CO LTD,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Auto Components
CHENG SHIN RUBBER IND CO LTD,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,Auto Components
MOTHERSON SUMI SYSTEMS LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Auto Components
Halla Visteon Climate Control,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Auto Components
BOSCH LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Auto Components
FUYAO GLASS INDUSTRY GROUP-H,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
BHARAT FORGE LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Auto Components
CHINA FIRST CAPITAL GROUP LT,ASIA/PACIFIC,HONG KONG,Consumer Discretionary,Auto Components
NEXTEER AUTOMOTIVE GROUP LTD,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Auto Components
HUAYU AUTOMOTIVE SYSTEMS -A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
FUYAO GROUP GLASS INDUSTR-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
FENGFAN STOCK LTD CO -A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
WANXIANG QIANCHAO CO LTD-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
WEIFU HIGH-TECHNOLOGY GRP-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
SHANDONG LINGLONG TYRE CO -A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Auto Components
ARB CORP LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Auto Components
G.U.D. HOLDINGS LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Auto Components
PEUGEOT SA,EUROPE,FRANCE,Consumer Discretionary,Automobiles
RENAULT SA,EUROPE,FRANCE,Consumer Discretionary,Automobiles
DAIMLER AG-REGISTERED SHARES,EUROPE,GERMANY,Consumer Discretionary,Automobiles
VOLKSWAGEN AG-PREF,EUROPE,GERMANY,Consumer Discretionary,Automobiles
BAYERISCHE MOTOREN WERKE AG,EUROPE,GERMANY,Consumer Discretionary,Automobiles
FERRARI NV,EUROPE,ITALY,Consumer Discretionary,Automobiles
FIAT CHRYSLER AM,EUROPE,UNITED KINGDOM,Consumer Discretionary,Automobiles
FORD MOTOR CO,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Automobiles
GENERAL MOTORS CO,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Automobiles
HARLEY-DAVIDSON INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Automobiles
TESLA MOTORS INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Automobiles
BYD CO LTD-H,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
GUANGZHOU AUTOMOBILE GROUP-H,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
DONGFENG MOTOR GRP CO LTD-H,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
Great Wall Motor Company Ltd,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
HONDA MOTOR CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
TOYOTA MOTOR CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
NISSAN MOTOR CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
SUZUKI MOTOR CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
FUJI HEAVY INDUSTRIES LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
ISUZU MOTORS LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
MAZDA MOTOR CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
YAMAHA MOTOR CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
HYUNDAI MOTOR CO,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Automobiles
MARUTI SUZUKI INDIA LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
ASTRA INTERNATIONAL TBK PT,ASIA/PACIFIC,INDONESIA,Consumer Discretionary,Automobiles
Porsche Automobil Hldg SE,EUROPE,GERMANY,Consumer Discretionary,Automobiles
GEELY AUTOMOBILE HOLDINGS LT,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
KIA MOTORS CORPORATION,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Automobiles
MAHINDRA & MAHINDRA LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
VOLKSWAGEN A,EUROPE,GERMANY,Consumer Discretionary,Automobiles
EICHER MOTORS LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
TATA MOTORS LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
BAYERISCHE MOTOREN WERKE-PRF,EUROPE,GERMANY,Consumer Discretionary,Automobiles
MITSUMOTORS CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Automobiles
BAJAJ AUTO LTD,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
BRILLIANCE CHINA AUTOMOTIVE,ASIA/PACIFIC,HONG KONG,Consumer Discretionary,Automobiles
HYUNDAI MOTOR CO LTD-2ND PRF,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Automobiles
Hero Motocorp Ltd,ASIA/PACIFIC,INDIA,Consumer Discretionary,Automobiles
HYUNDAI MOTOR CO LTD-PRF,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Automobiles
BAIC MOTOR CORP LTD-H,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
FORD OTOMOTIV SANAYI AS,MIDDLE EAST,TURKEY,Consumer Discretionary,Automobiles
SAIC MOTOR CORP LTD-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
BYD CO LTD -A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
GUANGZHOU AUTOMOBILE GROUP-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
CHONGQING CHANGAN AUTOMOB-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Automobiles
Sodexo,EUROPE,FRANCE,Consumer Discretionary,"Hotels, Restaurants & Leisure"
