Name,Geographical_zone,Country,Sector,Industry
GENUINE PARTS CO,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Distributors
PALTAC CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Distributors
LKQ CORP,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Distributors
JARDINE CYCLE & CARRIAGE LTD,ASIA/PACIFIC,SINGAPORE,Consumer Discretionary,Distributors
LIAONING CHENG DA CO LTD-A,ASIA/PACIFIC,CHINA,Consumer Discretionary,Distributors
BURSON GROUP LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Distributors
MATTEL INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Leisure Products
HASBRO INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Leisure Products
SHIMANO INC,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
NAMCO BANDAI HOLDINGS INC,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
YAMAHA CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
HEIWA CORP,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
POLARIS INDUSTRIES INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Leisure Products
HLB INC,ASIA/PACIFIC,SOUTH KOREA,Consumer Discretionary,Leisure Products
SEGA SAMMY HOLDINGS INC,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
GIANT MANUFACTURING,ASIA/PACIFIC,TAIWAN,Consumer Discretionary,Leisure Products
SANKYO CO LTD,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Leisure Products
H&R BLOCK INC,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Diversified Consumer Services
Graham Holdings Co,NORTH AMERICA,UNITED STATES,Consumer Discretionary,Diversified Consumer Services
TAL EDUCATIO-ADR,ASIA/PACIFIC,CHINA,Consumer Discretionary,Diversified Consumer Services
NEW ORIENTAL EDUCATIO-SP ADR,ASIA/PACIFIC,CHINA,Consumer Discretionary,Diversified Consumer Services
KROTON EDUCACIONAL SA,LATIN AMERICA,BRAZIL,Consumer Discretionary,Diversified Consumer Services
BENESSE HOLDINGS INC,ASIA/PACIFIC,JAPAN,Consumer Discretionary,Diversified Consumer Services
IDP EDUCATION LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Diversified Consumer Services
Navitas Ltd,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Diversified Consumer Services
INVOCARE LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Diversified Consumer Services
G8 EDUCATION LTD,ASIA/PACIFIC,AUSTRALIA,Consumer Discretionary,Diversified Consumer Services
Airbus Group NV,EUROPE,FRANCE,Industrials,Aerospace & Defense
Safran SA,EUROPE,FRANCE,Industrials,Aerospace & Defense
BAE SYSTEMS PLC,EUROPE,UNITED KINGDOM,Industrials,Aerospace & Defense
Rolls-Royce Holdings PLC,EUROPE,UNITED KINGDOM,Industrials,Aerospace & Defense
Leonardo-Finmeccanica SpA,EUROPE,ITALY,Industrials,Aerospace & Defense
BOEING CO/THE,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
UNITED TECHNOLOGIES CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
LOCKHEED MARTIN CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
GENERAL DYNAMICS CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
PRECISION CASTPARTS CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
RAYTHEON COMPANY,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
NORTHROP GRUMMAN CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
Arconic Inc,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
TEXTRON INC,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
ROCKWELL COLLINS INC,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
L-3 COMMUNICATIONS HOLDINGS,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
HARRIS CORP,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
TRANSDIGM GROUP INC,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
THALES SA,EUROPE,FRANCE,Industrials,Aerospace & Defense
MTU AERO ENGINES HOLDING AG,EUROPE,GERMANY,Industrials,Aerospace & Defense
Spirit Aerosystems Holdings In,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
HUNTINGTON INGALLS INDUSTRIE,NORTH AMERICA,UNITED STATES,Industrials,Aerospace & Defense
CAE INC,NORTH AMERICA,CANADA,Industrials,Aerospace & Defense
MEGGITT PLC,EUROPE,UNITED KINGDOM,Industrials,Aerospace & Defense
BOMBARDIER INC-B,NORTH AMERICA,CANADA,Industrials,Aerospace & Defense
SINGAPORE TECH ENGINEERING,ASIA/PACIFIC,SINGAPORE,Industrials,Aerospace & Defense
DASSAULT AVIATION SA,EUROPE,FRANCE,Industrials,Aerospace & Defense
EMBRAER SA,LATIN AMERICA,BRAZIL,Industrials,Aerospace & Defense
ELBIT SYSTEMS LTD,MIDDLE EAST,ISRAEL,Industrials,Aerospace & Defense
KOREA AEROSPACE INDUSTRIES,ASIA/PACIFIC,SOUTH KOREA,Industrials,Aerospace & Defense
ASELSAN ELEKTRONIK SANAYI,MIDDLE EAST,TURKEY,Industrials,Aerospace & Defense
AVICHINA INDUSTRY & TECH-H,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
XI'AN AERO-ENGINE PLC -A,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
AVIC AIRCRAFT CO LTD-A,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
AVIC SHENYANG HEIBAO CO LT-A,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
CHINA SPACESAT CO LTD -A,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
CHINA AVIC ELECTRONICS CO-A,ASIA/PACIFIC,CHINA,Industrials,Aerospace & Defense
Vinci SA,EUROPE,FRANCE,Industrials,Construction & Engineering
BOUYGUES SA,EUROPE,FRANCE,Industrials,Construction & Engineering
Ferrovial SA,EUROPE,SPAIN,Industrials,Construction & Engineering
ACS ACTIVIDADES CONS Y SERV,EUROPE,SPAIN,Industrials,Construction & Engineering
FLUOR CORP,NORTH AMERICA,UNITED STATES,Industrials,Construction & Engineering
QUANTA SERVICES INC,NORTH AMERICA,UNITED STATES,Industrials,Construction & Engineering
JACOBS ENGINEERING GROUP INC,NORTH AMERICA,UNITED STATES,Industrials,Construction & Engineering
CHINA COMMUNICATIONS CONST-H,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
CHINA RAILWAY GROUP LTD-H,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
TAISEI CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
KAJIMA CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
OBAYASHI CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
SHIMIZU CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
COMSYS HOLDINGS CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
KYOWA EXEO CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
MAEDA CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
TODA CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
KYUDENKO CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
MAEDA ROAD CONSTRUCTION CO,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
PENTA-OCEAN CONSTRUCTION CO,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
Hazama Ando Corp,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
NIPPO CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
NISHIMATSU CONSTRUCTION CO,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
SUMITOMO MITSUI CONSTRUCTION,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
KUMAGAI GUMI CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
TOKYU CONSTRUCTION CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
LARSEN & TOUBRO LTD,ASIA/PACIFIC,INDIA,Industrials,Construction & Engineering
EIFFAGE,EUROPE,FRANCE,Industrials,Construction & Engineering
SKANSKA AB-B SHS,EUROPE,SWEDEN,Industrials,Construction & Engineering
WSP Global Inc,NORTH AMERICA,CANADA,Industrials,Construction & Engineering
SNC-LAVALIN GROUP INC,NORTH AMERICA,CANADA,Industrials,Construction & Engineering
HYUNDAI ENGINEERING & CONST,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
CIMIC Group Ltd,ASIA/PACIFIC,AUSTRALIA,Industrials,Construction & Engineering
HOCHTIEF AG,EUROPE,GERMANY,Industrials,Construction & Engineering
CHINA RAILWAY CONSTRUCTION-H,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
JGC CORP,ASIA/PACIFIC,JAPAN,Industrials,Construction & Engineering
DAELIM INDUSTRIAL CO LTD,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
GS ENGINEERING & CONSTRUCT,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
SAMSUNG ENGINEERING CO LTD,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
CHINA STATE CONSTRUCTION INT,ASIA/PACIFIC,HONG KONG,Industrials,Construction & Engineering
GAMUDA BHD,ASIA/PACIFIC,MALAYSIA,Industrials,Construction & Engineering
IJM CORP BHD,ASIA/PACIFIC,MALAYSIA,Industrials,Construction & Engineering
SINOPEC ENGINEERING GROUP CO LTD,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
HDC HYUNDAI DEVELOPMENT CO-E,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
METALLURGICAL CORP OF CHIN-H,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
DAEWOO ENGINEERING & CONSTR,ASIA/PACIFIC,SOUTH KOREA,Industrials,Construction & Engineering
CHINA STATE CONSTRUCTION -A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
CHINA RAILWAY CONSTRUCTION-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
METALLURGICAL CORP OF CHIN-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
POWER CONSTRUCTION CORP OF-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
CHINA COMMUNICATIONS CONST-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
CHINA GEZHOUBA GROUP CO LT-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
CHINA NATIONAL CHEMICAL-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
SUZHOU GOLD MANTIS CONSTR -A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
SHANGHAI TUNNEL ENGINEERIN-A,ASIA/PACIFIC,CHINA,Industrials,Construction & Engineering
MONADELPHOUS GROUP LTD,ASIA/PACIFIC,AUSTRALIA,Industrials,Construction & Engineering
SCHNEIDER ELECTRIC SA,EUROPE,FRANCE,Industrials,Electrical Equipment
Legrand SA,EUROPE,FRANCE,Industrials,Electrical Equipment
Siemens  Gamesa Renewable Ener,EUROPE,SPAIN,Industrials,Electrical Equipment
Melrose Holdings PLC,EUROPE,UNITED KINGDOM,Industrials,Electrical Equipment
ABB LTD-REG,EUROPE,SWITZERLAND,Industrials,Electrical Equipment
PRYSMIAN SPA,EUROPE,ITALY,Industrials,Electrical Equipment
EMERSON ELECTRIC CO,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
Eaton Corp PLC,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
ROCKWELL AUTOMATION INC,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
MOLEX INC,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
NIDEC CORP,ASIA/PACIFIC,JAPAN,Industrials,Electrical Equipment
MITSUBISHI ELECTRIC CORP,ASIA/PACIFIC,JAPAN,Industrials,Electrical Equipment
FUJI ELECTRIC Co Ltd,ASIA/PACIFIC,JAPAN,Industrials,Electrical Equipment
Furukawa Electric Co Ltd,ASIA/PACIFIC,JAPAN,Industrials,Electrical Equipment
AMETEK INC,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
VESTAS WIND SYSTEMS A/S,EUROPE,DENMARK,Industrials,Electrical Equipment
SENSATA TECHNOLOGIES HOLDING,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
ACUITY BRANDS INC,NORTH AMERICA,UNITED STATES,Industrials,Electrical Equipment
OSRAM LICHT AG,EUROPE,GERMANY,Industrials,Electrical Equipment
ZHUZHOU CSR TIMES ELECTRIC-H,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
HAVELLS INDIA LTD,ASIA/PACIFIC,INDIA,Industrials,Electrical Equipment
Fullshare Holdings Ltd,ASIA/PACIFIC,HONG KONG,Industrials,Electrical Equipment
SHANGHAI ELECTRIC GRP CO L-H,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
ElSwedy Electric Co,MIDDLE EAST,EGYPT,Industrials,Electrical Equipment
XINJIANG GOLDWIND SCI&TEC-H,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
NARI TECHNOLOGY DEVELOPMEN-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
LUXSHARE PRECISION INDUSTR-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
ZHEJIANG CHINT ELECTRICS-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
SHANGHAI ELECTRIC GRP CO L-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
XINJIANG GOLDWIND SCI&TECH-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
FANGDA CARBON NEW MATERIAL-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
TBEA CO LTD-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
DONGFANG ELECTRIC CORP LTD-A,ASIA/PACIFIC,CHINA,Industrials,Electrical Equipment
COMPAGNIE DE SAINT-GOBAIN,EUROPE,FRANCE,Industrials,Building Products
GEBERIT AG-REG,EUROPE,SWITZERLAND,Industrials,Building Products
Johnson Controls International,NORTH AMERICA,UNITED STATES,Industrials,Building Products
MASCO CORP,NORTH AMERICA,UNITED STATES,Industrials,Building Products
DAIKIN INDUSTRIES LTD,ASIA/PACIFIC,JAPAN,Industrials,Building Products
ASAHI GLASS CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Building Products
TOTO LTD,ASIA/PACIFIC,JAPAN,Industrials,Building Products
Sanwa Holdings Corp,ASIA/PACIFIC,JAPAN,Industrials,Building Products
AICA KOGYO CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Building Products
NICHIAS CORP,ASIA/PACIFIC,JAPAN,Industrials,Building Products
ASSA ABLOY AB-B,EUROPE,SWEDEN,Industrials,Building Products
LENNOX INTERNATIONAL INC,NORTH AMERICA,UNITED STATES,Industrials,Building Products
ALLEGION PLC,EUROPE,IRELAND,Industrials,Building Products
KINGSPAN GROUP PLC,EUROPE,IRELAND,Industrials,Building Products
SMITH (A.O.) CORP,NORTH AMERICA,UNITED STATES,Industrials,Building Products
Fortune Brands Home & Security,NORTH AMERICA,UNITED STATES,Industrials,Building Products
OWENS CORNING,NORTH AMERICA,UNITED STATES,Industrials,Building Products
LIXIL Group Corporation,ASIA/PACIFIC,JAPAN,Industrials,Building Products
KCC CORP,ASIA/PACIFIC,SOUTH KOREA,Industrials,Building Products
RELIANCE WORLDWIDE CORP LTD,NORTH AMERICA,UNITED STATES,Industrials,Building Products
GWA Group Ltd,ASIA/PACIFIC,AUSTRALIA,Industrials,Building Products
BPOST SA,EUROPE,BELGIUM,Industrials,Air Freight & Logistics
DEUT POST,EUROPE,GERMANY,Industrials,Air Freight & Logistics
UNITED PARCEL SERVICE-CL B,NORTH AMERICA,UNITED STATES,Industrials,Air Freight & Logistics
FEDEX CORP,NORTH AMERICA,UNITED STATES,Industrials,Air Freight & Logistics
C.H. ROBINSON WORLDWIDE INC,NORTH AMERICA,UNITED STATES,Industrials,Air Freight & Logistics
EXPEDITORS INTL WASH INC,NORTH AMERICA,UNITED STATES,Industrials,Air Freight & Logistics
Yamato Holdings Co Ltd,ASIA/PACIFIC,JAPAN,Industrials,Air Freight & Logistics
ZTO EXPRESS CAYMAN INC-ADR,ASIA/PACIFIC,CHINA,Industrials,Air Freight & Logistics
XPO Logistics Inc,NORTH AMERICA,UNITED STATES,Industrials,Air Freight & Logistics
Bollore,EUROPE,FRANCE,Industrials,Air Freight & Logistics
ROYAL MAIL PLC,EUROPE,UNITED KINGDOM,Industrials,Air Freight & Logistics
SG HOLDINGS CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Air Freight & Logistics
Hyundai Glovis Co Ltd,ASIA/PACIFIC,SOUTH KOREA,Industrials,Air Freight & Logistics
SINO LIMITED-H,ASIA/PACIFIC,CHINA,Industrials,Air Freight & Logistics
S F HOLDING CO LTD-A,ASIA/PACIFIC,CHINA,Industrials,Air Freight & Logistics
AENA SA,EUROPE,SPAIN,Industrials,Transportation Infrastructure
Atlantia SpA,EUROPE,ITALY,Industrials,Transportation Infrastructure
TRANSURBAN GROUP,ASIA/PACIFIC,AUSTRALIA,Industrials,Transportation Infrastructure
AIRPORTS OF THAILAND PCL,ASIA/PACIFIC,THAILAND,Industrials,Transportation Infrastructure
GROUPE EUROTUNNEL SA - REGR,EUROPE,FRANCE,Industrials,Transportation Infrastructure
Sydney Airport,ASIA/PACIFIC,AUSTRALIA,Industrials,Transportation Infrastructure
ADP,EUROPE,FRANCE,Industrials,Transportation Infrastructure
AUCKLAND INTL AIRPORT LTD,ASIA/PACIFIC,NEW ZEALAND,Industrials,Transportation Infrastructure
CCR SA,LATIN AMERICA,BRAZIL,Industrials,Transportation Infrastructure
Grupo Aeroportuario del Surest,LATIN AMERICA,MEXICO,Industrials,Transportation Infrastructure
FRAPORT AG,EUROPE,GERMANY,Industrials,Transportation Infrastructure
Grupo Aeroportuario del Pacifi,LATIN AMERICA,MEXICO,Industrials,Transportation Infrastructure
CHINA MERCHANTS HLDGS INTL,ASIA/PACIFIC,HONG KONG,Industrials,Transportation Infrastructure
DP WORLD LTD,MIDDLE EAST,UNITED ARAB EMIRATES,Industrials,Transportation Infrastructure
SATS Ltd,ASIA/PACIFIC,SINGAPORE,Industrials,Transportation Infrastructure
Adani Ports and Special Econom,ASIA/PACIFIC,INDIA,Industrials,Transportation Infrastructure
KAMIGUMI CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Transportation Infrastructure
BANGKOK EXPRESSWAY & METRO P,ASIA/PACIFIC,THAILAND,Industrials,Transportation Infrastructure
TAIWAN HIGH SPEED RAIL CORP,ASIA/PACIFIC,TAIWAN,Industrials,Transportation Infrastructure
PROMOTORA Y OPERADORA DE INF,LATIN AMERICA,MEXICO,Industrials,Transportation Infrastructure
INTL CONTAINER TERM SVCS INC,ASIA/PACIFIC,PHILIPPINES,Industrials,Transportation Infrastructure
SHENZHEN INTL HOLDINGS,ASIA/PACIFIC,HONG KONG,Industrials,Transportation Infrastructure
JAPAN AIRPORT TERMINAL CO,ASIA/PACIFIC,JAPAN,Industrials,Transportation Infrastructure
MALAYSIA AIRPORTS HLDGS BHD,ASIA/PACIFIC,MALAYSIA,Industrials,Transportation Infrastructure
COSCO PACIFIC LTD,ASIA/PACIFIC,HONG KONG,Industrials,Transportation Infrastructure
BEIJING CAPITAL INTL AIRPO-H,ASIA/PACIFIC,CHINA,Industrials,Transportation Infrastructure
JIANGSU EXPRESS CO LTD-H,ASIA/PACIFIC,CHINA,Industrials,Transportation Infrastructure
ZHEJIANG EXPRESSWAY CO-H,ASIA/PACIFIC,CHINA,Industrials,Transportation Infrastructure
WESTPORTS HOLDINGS BHD,ASIA/PACIFIC,MALAYSIA,Industrials,Transportation Infrastructure
TAV HAVALIMANLARI HOLDING AS,MIDDLE EAST,TURKEY,Industrials,Transportation Infrastructure
JASA MARGA (PERSERO) TBK PT,ASIA/PACIFIC,INDONESIA,Industrials,Transportation Infrastructure
SHANGHAI INTERNATIONAL AIR-A,ASIA/PACIFIC,CHINA,Industrials,Transportation Infrastructure
SHANGHAI INTERNATIONAL POR-A,ASIA/PACIFIC,CHINA,Industrials,Transportation Infrastructure
MACQUARIE ATLAS ROADS GROUP,ASIA/PACIFIC,AUSTRALIA,Industrials,Transportation Infrastructure
Qube Holdings Ltd,ASIA/PACIFIC,AUSTRALIA,Industrials,Transportation Infrastructure
INTL CONSOLIDATED AIRLINE-DI,EUROPE,UNITED KINGDOM,Industrials,Airlines
EASYJET PLC,EUROPE,UNITED KINGDOM,Industrials,Airlines
DEUTSCHE LUFTHANSA-REG,EUROPE,GERMANY,Industrials,Airlines
SOUTHWEST AIRLINES CO,NORTH AMERICA,UNITED STATES,Industrials,Airlines
United Continental Holdings In,NORTH AMERICA,UNITED STATES,Industrials,Airlines
American Airlines Group Inc,NORTH AMERICA,UNITED STATES,Industrials,Airlines
AIR CHINA LTD-H,ASIA/PACIFIC,CHINA,Industrials,Airlines
ALL NIPPON AIRWAYS CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Airlines
JAPAN AIRLINES CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Airlines
DELTA AIR LINES INC,NORTH AMERICA,UNITED STATES,Industrials,Airlines
SINGAPORE AIRLINES LTD,ASIA/PACIFIC,SINGAPORE,Industrials,Airlines
Latam Airlines Group SA,LATIN AMERICA,CHILE,Industrials,Airlines
RYANAIR HOLDINGS PLC,EUROPE,IRELAND,Industrials,Airlines
INTERGLOBE AVIATION LTD,ASIA/PACIFIC,INDIA,Industrials,Airlines
KOREAN AIR LINES CO LTD,ASIA/PACIFIC,SOUTH KOREA,Industrials,Airlines
CHINA SOUTHERN AIRLINES CO-H,ASIA/PACIFIC,CHINA,Industrials,Airlines
TURK HAVA YOLLARI AO,MIDDLE EAST,TURKEY,Industrials,Airlines
EVA AIRWAYS CORP,ASIA/PACIFIC,TAIWAN,Industrials,Airlines
AIRASIA GROUP BHD,ASIA/PACIFIC,MALAYSIA,Industrials,Airlines
CHINA AIRLINES LTD,ASIA/PACIFIC,TAIWAN,Industrials,Airlines
CHINA EASTERN AIRLINES CO-H,ASIA/PACIFIC,CHINA,Industrials,Airlines
CHINA SOUTHERN AIRLINES CO-A,ASIA/PACIFIC,CHINA,Industrials,Airlines
CHINA EASTERN AIRLINES CO-A,ASIA/PACIFIC,CHINA,Industrials,Airlines
AIR CHINA LTD-A,ASIA/PACIFIC,CHINA,Industrials,Airlines
SPING AIRLINES CO LTD-A,ASIA/PACIFIC,CHINA,Industrials,Airlines
QANTAS AIRWAYS LTD,ASIA/PACIFIC,AUSTRALIA,Industrials,Airlines
RELX PLC,EUROPE,UNITED KINGDOM,Industrials,Professional Services
Experian Plc,EUROPE,UNITED KINGDOM,Industrials,Professional Services
INTERTEK GROUP PLC,EUROPE,UNITED KINGDOM,Industrials,Professional Services
SGS SA-REG,EUROPE,SWITZERLAND,Industrials,Professional Services
ADECCO SA-REG,EUROPE,SWITZERLAND,Industrials,Professional Services
EQUIFAX INC,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
Nielsen Holdings plc,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
ROBERT HALF INTL INC,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
DUN & BRADSTREET CORP,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
VERISK ANALYTICS INC,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
RECRUIT HOLDINGS CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
NIHON M&A CENTER INC,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
TEMP HOLDINGS CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
TECHNOPRO HOLDINGS INC,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
MEITEC CORP,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
EN-JAPAN INC,ASIA/PACIFIC,JAPAN,Industrials,Professional Services
IHS Markit Ltd,EUROPE,UNITED KINGDOM,Industrials,Professional Services
WOLTERS KLUWER,EUROPE,NETHERLANDS,Industrials,Professional Services
COSTAR GROUP INC,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
TRANSUNION,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
THOMSON REUTERS CORP,NORTH AMERICA,CANADA,Industrials,Professional Services
Teleperformance,EUROPE,FRANCE,Industrials,Professional Services
BUREAU VERITAS SA,EUROPE,FRANCE,Industrials,Professional Services
RANDSTAD HOLDING NV,EUROPE,NETHERLANDS,Industrials,Professional Services
MANPOWER INC,NORTH AMERICA,UNITED STATES,Industrials,Professional Services
SEEK LTD,ASIA/PACIFIC,AUSTRALIA,Industrials,Professional Services
51JOB INC-ADR,ASIA/PACIFIC,CHINA,Industrials,Professional Services
ALS Ltd,ASIA/PACIFIC,AUSTRALIA,Industrials,Professional Services
IPH LTD,ASIA/PACIFIC,AUSTRALIA,Industrials,Professional Services
MCMILLAN SHAKESPEARE LTD,ASIA/PACIFIC,AUSTRALIA,Industrials,Professional Services
Ferguson PLC,EUROPE,SWITZERLAND,Industrials,Trading Companies & Distributo
ASHTEAD GROUP PLC,EUROPE,UNITED KINGDOM,Industrials,Trading Companies & Distributo
BUNZL PLC,EUROPE,UNITED KINGDOM,Industrials,Trading Companies & Distributo
WW GRAINGER INC,NORTH AMERICA,UNITED STATES,Industrials,Trading Companies & Distributo
FASTENAL CO,NORTH AMERICA,UNITED STATES,Industrials,Trading Companies & Distributo
MITSU_CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
MITSUI & CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
ITOCHU CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
SUMITOMO CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
MARUBENI CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
TOYOTA TSUSHO CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
Sojitz Corporation,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
MONOTARO CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
IWATANI CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
HANWA CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
KANEMATSU CORP,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
KANAMOTO CO LTD,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
NIPPON STEEL & SUMIKIN BUSSA,ASIA/PACIFIC,JAPAN,Industrials,Trading Companies & Distributo
UNITED RENTALS INC,NORTH AMERICA,UNITED STATES,Industrials,Trading Companies & Distributo
BRENNTAG AG,EUROPE,GERMANY,Industrials,Trading Companies & Distributo
HD SUPPLY HOLDINGS INC,NORTH AMERICA,UNITED STATES,Industrials,Trading Companies & Distributo
AERCAP HOLDINGS NV,EUROPE,IRELAND,Industrials,Trading Companies & Distributo
REXEL SA,EUROPE,FRANCE,Industrials,Trading Companies & Distributo
